Batch,Subject,PVC_Nr,Sow,Coder,Behavior,Recipient,n
3,1,8831,733,Jen,Nose front,6,3
3,1,8831,733,Jen,Nose front,8,4
3,1,8831,733,Sarah,Agonistic,10,4
3,1,8831,733,Sarah,Agonistic,11,1
3,1,8831,733,Sarah,Agonistic,13,7
3,1,8831,733,Sarah,Agonistic,14,3
3,1,8831,733,Sarah,Agonistic,15,1
3,1,8831,733,Sarah,Agonistic,16,5
3,1,8831,733,Sarah,Agonistic,17,1
3,1,8831,733,Sarah,Agonistic,18,3
3,1,8831,733,Sarah,Agonistic,2,2
3,1,8831,733,Sarah,Agonistic,3,5
3,1,8831,733,Sarah,Agonistic,4,2
3,1,8831,733,Sarah,Agonistic,5,1
3,1,8831,733,Sarah,Agonistic,8,1
3,1,8831,733,Sarah,Agonistic,9,1
3,1,8831,733,Sarah,Mount,11,1
3,1,8831,733,Sarah,Mount,13,1
3,1,8831,733,Sarah,Mount,16,5
3,1,8831,733,Sarah,Mount,18,14
3,1,8831,733,Sarah,Mount,2,2
3,1,8831,733,Sarah,Mount,3,1
3,1,8831,733,Sarah,Nose ano,13,1
3,1,8831,733,Sarah,Nose ano,15,1
3,1,8831,733,Sarah,Nose ano,16,1
3,1,8831,733,Sarah,Nose ano,2,1
3,1,8831,733,Sarah,Nose ano,6,1
3,1,8831,733,Sarah,Nose ano,7,1
3,1,8831,733,Sarah,Nose body,11,2
3,1,8831,733,Sarah,Nose body,13,1
3,1,8831,733,Sarah,Nose body,14,1
3,1,8831,733,Sarah,Nose body,15,2
3,1,8831,733,Sarah,Nose body,16,3
3,1,8831,733,Sarah,Nose body,17,2
3,1,8831,733,Sarah,Nose body,18,1
3,1,8831,733,Sarah,Nose body,2,4
3,1,8831,733,Sarah,Nose body,3,4
3,1,8831,733,Sarah,Nose body,6,1
3,1,8831,733,Sarah,Nose body,8,2
3,1,8831,733,Sarah,Nose front,10,1
3,1,8831,733,Sarah,Nose front,11,4
3,1,8831,733,Sarah,Nose front,13,2
3,1,8831,733,Sarah,Nose front,14,1
3,1,8831,733,Sarah,Nose front,15,1
3,1,8831,733,Sarah,Nose front,16,5
3,1,8831,733,Sarah,Nose front,17,3
3,1,8831,733,Sarah,Nose front,18,2
3,1,8831,733,Sarah,Nose front,2,3
3,1,8831,733,Sarah,Nose front,3,3
3,1,8831,733,Sarah,Nose front,4,2
3,1,8831,733,Sarah,Nose front,7,2
3,1,8831,733,Sarah,Nose front,8,1
3,1,8831,733,Sarah,Nose front,9,1
3,1,8831,733,Sarah,Play,12,1
3,1,8831,733,Sarah,Play,13,1
3,1,8831,733,Sarah,Play,4,2
3,1,8831,733,Sarah,Social resting,2,1
3,1,8831,733,Sarah,Social resting,3,1
3,2,8745,746,Jen,Agonistic,10,7
3,2,8745,746,Jen,Agonistic,11,3
3,2,8745,746,Jen,Agonistic,12,10
3,2,8745,746,Jen,Agonistic,14,3
3,2,8745,746,Jen,Agonistic,18,2
3,2,8745,746,Jen,Agonistic,5,2
3,2,8745,746,Jen,Agonistic,6,4
3,2,8745,746,Jen,Nose ano,5,1
3,2,8745,746,Jen,Nose body,1,2
3,2,8745,746,Jen,Nose front,10,3
3,2,8745,746,Jen,Nose front,11,1
3,2,8745,746,Jen,Nose front,12,2
3,2,8745,746,Jen,Nose front,14,1
3,2,8745,746,Jen,Nose front,5,2
3,2,8745,746,Jen,Social resting,18,2
3,2,8745,746,Jen,Social resting,5,2
3,2,8745,746,Jen,Social resting,9,2
3,2,8745,746,Sarah,Agonistic,1,2
3,2,8745,746,Sarah,Agonistic,11,2
3,2,8745,746,Sarah,Agonistic,13,2
3,2,8745,746,Sarah,Agonistic,14,2
3,2,8745,746,Sarah,Agonistic,16,2
3,2,8745,746,Sarah,Agonistic,5,7
3,2,8745,746,Sarah,Agonistic,7,2
3,2,8745,746,Sarah,Mount,17,1
3,2,8745,746,Sarah,Nose body,17,2
3,2,8745,746,Sarah,Nose body,18,1
3,2,8745,746,Sarah,Nose body,3,1
3,2,8745,746,Sarah,Nose body,6,4
3,2,8745,746,Sarah,Nose front,12,1
3,2,8745,746,Sarah,Nose front,16,2
3,2,8745,746,Sarah,Nose front,3,1
3,2,8745,746,Sarah,Nose front,4,2
3,2,8745,746,Sarah,Nose front,9,2
3,2,8745,746,Sarah,Social resting,12,1
3,2,8745,746,Sarah,Social resting,3,1
3,2,8745,746,Sarah,Social resting,6,1
3,3,8712,746,Jen,Agonistic,1,1
3,3,8712,746,Jen,Agonistic,14,2
3,3,8712,746,Jen,Agonistic,16,7
3,3,8712,746,Jen,Agonistic,17,2
3,3,8712,746,Jen,Agonistic,18,1
3,3,8712,746,Jen,Agonistic,5,4
3,3,8712,746,Jen,Agonistic,7,2
3,3,8712,746,Jen,Agonistic,8,5
3,3,8712,746,Jen,Mount,1,3
3,3,8712,746,Jen,Mount,10,1
3,3,8712,746,Jen,Mount,14,3
3,3,8712,746,Jen,Mount,15,1
3,3,8712,746,Jen,Mount,16,2
3,3,8712,746,Jen,Mount,18,2
3,3,8712,746,Jen,Mount,5,10
3,3,8712,746,Jen,Mount,8,1
3,3,8712,746,Jen,Nose ano,1,1
3,3,8712,746,Jen,Nose ano,5,1
3,3,8712,746,Jen,Nose body,1,2
3,3,8712,746,Jen,Nose body,12,1
3,3,8712,746,Jen,Nose body,15,1
3,3,8712,746,Jen,Nose body,16,1
3,3,8712,746,Jen,Nose body,18,1
3,3,8712,746,Jen,Nose body,5,1
3,3,8712,746,Jen,Nose body,8,4
3,3,8712,746,Jen,Nose front,1,3
3,3,8712,746,Jen,Nose front,10,2
3,3,8712,746,Jen,Nose front,12,1
3,3,8712,746,Jen,Nose front,14,6
3,3,8712,746,Jen,Nose front,15,1
3,3,8712,746,Jen,Nose front,16,3
3,3,8712,746,Jen,Nose front,17,1
3,3,8712,746,Jen,Nose front,18,1
3,3,8712,746,Jen,Nose front,2,1
3,3,8712,746,Jen,Nose front,5,5
3,3,8712,746,Jen,Nose front,7,2
3,3,8712,746,Jen,Social resting,9,1
3,3,8712,746,Sarah,Agonistic,1,5
3,3,8712,746,Sarah,Agonistic,10,3
3,3,8712,746,Sarah,Agonistic,11,1
3,3,8712,746,Sarah,Agonistic,12,1
3,3,8712,746,Sarah,Agonistic,15,1
3,3,8712,746,Sarah,Agonistic,6,1
3,3,8712,746,Sarah,Agonistic,7,2
3,3,8712,746,Sarah,Agonistic,9,1
3,3,8712,746,Sarah,Nose ano,8,1
3,3,8712,746,Sarah,Nose ano,9,1
3,3,8712,746,Sarah,Nose body,1,1
3,3,8712,746,Sarah,Nose body,10,1
3,3,8712,746,Sarah,Nose body,16,1
3,3,8712,746,Sarah,Nose body,2,1
3,3,8712,746,Sarah,Nose body,4,1
3,3,8712,746,Sarah,Nose body,6,1
3,3,8712,746,Sarah,Nose body,7,1
3,3,8712,746,Sarah,Nose front,10,1
3,3,8712,746,Sarah,Nose front,11,1
3,3,8712,746,Sarah,Nose front,13,1
3,3,8712,746,Sarah,Nose front,15,1
3,3,8712,746,Sarah,Nose front,2,1
3,3,8712,746,Sarah,Nose front,6,2
3,3,8712,746,Sarah,Nose front,8,1
3,3,8712,746,Sarah,Nose front,9,1
3,3,8712,746,Sarah,Play,8,1
3,3,8712,746,Sarah,Social resting,14,1
3,3,8712,746,Sarah,Social resting,15,1
3,3,8712,746,Sarah,Social resting,16,1
3,3,8712,746,Sarah,Social resting,2,2
3,3,8712,746,Sarah,Social resting,7,2
3,4,8641,739,Jen,Agonistic,10,2
3,4,8641,739,Jen,Agonistic,11,1
3,4,8641,739,Jen,Agonistic,17,1
3,4,8641,739,Jen,Agonistic,5,1
3,4,8641,739,Jen,Agonistic,6,1
3,4,8641,739,Jen,Agonistic,7,5
3,4,8641,739,Jen,Agonistic,9,2
3,4,8641,739,Jen,Mount,10,1
3,4,8641,739,Jen,Nose ano,10,1
3,4,8641,739,Jen,Nose body,5,4
3,4,8641,739,Jen,Nose front,1,1
3,4,8641,739,Jen,Nose front,10,2
3,4,8641,739,Jen,Nose front,11,4
3,4,8641,739,Jen,Nose front,12,2
3,4,8641,739,Jen,Nose front,14,1
3,4,8641,739,Jen,Nose front,15,4
3,4,8641,739,Jen,Nose front,16,1
3,4,8641,739,Jen,Nose front,17,5
3,4,8641,739,Jen,Nose front,5,5
3,4,8641,739,Jen,Nose front,6,1
3,4,8641,739,Jen,Nose front,7,4
3,4,8641,739,Jen,Nose front,9,3
3,4,8641,739,Jen,Play,10,1
3,4,8641,739,Jen,Social resting,5,1
3,4,8641,739,Jen,Social resting,9,1
3,4,8641,739,Sarah,Agonistic,11,4
3,4,8641,739,Sarah,Agonistic,12,1
3,4,8641,739,Sarah,Agonistic,14,1
3,4,8641,739,Sarah,Agonistic,15,2
3,4,8641,739,Sarah,Agonistic,16,1
3,4,8641,739,Sarah,Agonistic,17,1
3,4,8641,739,Sarah,Agonistic,5,2
3,4,8641,739,Sarah,Agonistic,6,1
3,4,8641,739,Sarah,Agonistic,9,1
3,4,8641,739,Sarah,Mount,11,4
3,4,8641,739,Sarah,Mount,16,1
3,4,8641,739,Sarah,Mount,9,1
3,4,8641,739,Sarah,Nose body,1,1
3,4,8641,739,Sarah,Nose body,12,1
3,4,8641,739,Sarah,Nose body,14,1
3,4,8641,739,Sarah,Nose body,16,1
3,4,8641,739,Sarah,Nose body,17,1
3,4,8641,739,Sarah,Nose body,3,1
3,4,8641,739,Sarah,Nose body,5,2
3,4,8641,739,Sarah,Nose body,6,1
3,4,8641,739,Sarah,Nose body,8,2
3,4,8641,739,Sarah,Nose front,1,1
3,4,8641,739,Sarah,Nose front,10,2
3,4,8641,739,Sarah,Nose front,11,2
3,4,8641,739,Sarah,Nose front,12,2
3,4,8641,739,Sarah,Nose front,13,1
3,4,8641,739,Sarah,Nose front,14,4
3,4,8641,739,Sarah,Nose front,16,5
3,4,8641,739,Sarah,Nose front,18,2
3,4,8641,739,Sarah,Nose front,2,2
3,4,8641,739,Sarah,Nose front,6,3
3,4,8641,739,Sarah,Nose front,7,1
3,4,8641,739,Sarah,Nose front,8,2
3,4,8641,739,Sarah,Nose front,9,5
3,4,8641,739,Sarah,Play,10,2
3,4,8641,739,Sarah,Play,12,3
3,4,8641,739,Sarah,Play,13,2
3,4,8641,739,Sarah,Play,14,2
3,4,8641,739,Sarah,Play,16,4
3,4,8641,739,Sarah,Play,18,3
3,4,8641,739,Sarah,Play,3,1
3,5,8670,743,Jen,Agonistic,10,2
3,5,8670,743,Jen,Agonistic,12,3
3,5,8670,743,Jen,Agonistic,14,2
3,5,8670,743,Jen,Agonistic,15,1
3,5,8670,743,Jen,Agonistic,16,1
3,5,8670,743,Jen,Agonistic,17,2
3,5,8670,743,Jen,Agonistic,18,1
3,5,8670,743,Jen,Agonistic,2,1
3,5,8670,743,Jen,Agonistic,3,2
3,5,8670,743,Jen,Agonistic,4,1
3,5,8670,743,Jen,Agonistic,8,2
3,5,8670,743,Jen,Mount,17,7
3,5,8670,743,Jen,Mount,8,1
3,5,8670,743,Jen,Nose ano,9,1
3,5,8670,743,Jen,Nose body,12,1
3,5,8670,743,Jen,Nose body,3,1
3,5,8670,743,Jen,Nose body,6,2
3,5,8670,743,Jen,Nose body,9,1
3,5,8670,743,Jen,Nose front,16,2
3,5,8670,743,Jen,Nose front,17,2
3,5,8670,743,Jen,Nose front,18,2
3,5,8670,743,Jen,Nose front,3,2
3,5,8670,743,Jen,Nose front,4,2
3,5,8670,743,Jen,Nose front,7,4
3,5,8670,743,Jen,Nose front,8,3
3,5,8670,743,Jen,Nose front,9,1
3,5,8670,743,Jen,Play,10,1
3,5,8670,743,Jen,Play,17,2
3,5,8670,743,Jen,Play,18,1
3,5,8670,743,Jen,Play,4,2
3,5,8670,743,Jen,Social resting,18,1
3,5,8670,743,Sarah,Agonistic,10,1
3,5,8670,743,Sarah,Agonistic,15,1
3,5,8670,743,Sarah,Agonistic,17,3
3,5,8670,743,Sarah,Agonistic,18,3
3,5,8670,743,Sarah,Agonistic,4,1
3,5,8670,743,Sarah,Agonistic,6,2
3,5,8670,743,Sarah,Agonistic,7,2
3,5,8670,743,Sarah,Agonistic,8,1
3,5,8670,743,Sarah,Agonistic,9,2
3,5,8670,743,Sarah,Mount,2,1
3,5,8670,743,Sarah,Mount,9,1
3,5,8670,743,Sarah,Nose ano,11,1
3,5,8670,743,Sarah,Nose ano,12,1
3,5,8670,743,Sarah,Nose body,17,1
3,5,8670,743,Sarah,Nose body,18,3
3,5,8670,743,Sarah,Nose body,2,3
3,5,8670,743,Sarah,Nose body,3,2
3,5,8670,743,Sarah,Nose body,6,1
3,5,8670,743,Sarah,Nose front,11,3
3,5,8670,743,Sarah,Nose front,12,2
3,5,8670,743,Sarah,Nose front,13,1
3,5,8670,743,Sarah,Nose front,14,3
3,5,8670,743,Sarah,Nose front,17,3
3,5,8670,743,Sarah,Nose front,2,5
3,5,8670,743,Sarah,Nose front,3,1
3,5,8670,743,Sarah,Nose front,4,2
3,5,8670,743,Sarah,Nose front,6,1
3,5,8670,743,Sarah,Nose front,9,4
3,5,8670,743,Sarah,Play,10,1
3,5,8670,743,Sarah,Play,17,2
3,5,8670,743,Sarah,Play,1,1
3,5,8670,743,Sarah,Play,2,1
3,5,8670,743,Sarah,Play,9,1
3,6,8706,588,Jen,Agonistic,1,2
3,6,8706,588,Jen,Agonistic,10,2
3,6,8706,588,Jen,Agonistic,11,2
3,6,8706,588,Jen,Agonistic,12,3
3,6,8706,588,Jen,Agonistic,13,1
3,6,8706,588,Jen,Agonistic,14,2
3,6,8706,588,Jen,Agonistic,17,1
3,6,8706,588,Jen,Agonistic,18,2
3,6,8706,588,Jen,Agonistic,2,1
3,6,8706,588,Jen,Agonistic,4,1
3,6,8706,588,Jen,Agonistic,7,2
3,6,8706,588,Jen,Agonistic,8,4
3,6,8706,588,Jen,Agonistic,9,1
3,6,8706,588,Jen,Mount,8,2
3,6,8706,588,Jen,Nose ano,16,1
3,6,8706,588,Jen,Nose ano,8,1
3,6,8706,588,Jen,Nose body,13,1
3,6,8706,588,Jen,Nose body,8,2
3,6,8706,588,Jen,Nose front,1,1
3,6,8706,588,Jen,Nose front,10,3
3,6,8706,588,Jen,Nose front,11,1
3,6,8706,588,Jen,Nose front,12,7
3,6,8706,588,Jen,Nose front,15,1
3,6,8706,588,Jen,Nose front,17,3
3,6,8706,588,Jen,Nose front,18,4
3,6,8706,588,Jen,Nose front,2,1
3,6,8706,588,Jen,Nose front,4,1
3,6,8706,588,Jen,Nose front,5,1
3,6,8706,588,Jen,Nose front,8,1
3,6,8706,588,Jen,Nose front,9,2
3,6,8706,588,Sarah,Agonistic,10,2
3,6,8706,588,Sarah,Agonistic,11,2
3,6,8706,588,Sarah,Agonistic,12,1
3,6,8706,588,Sarah,Agonistic,13,7
3,6,8706,588,Sarah,Agonistic,14,3
3,6,8706,588,Sarah,Agonistic,16,1
3,6,8706,588,Sarah,Agonistic,17,2
3,6,8706,588,Sarah,Agonistic,4,1
3,6,8706,588,Sarah,Agonistic,5,1
3,6,8706,588,Sarah,Mount,12,1
3,6,8706,588,Sarah,Mount,17,1
3,6,8706,588,Sarah,Mount,18,1
3,6,8706,588,Sarah,Mount,5,2
3,6,8706,588,Sarah,Mount,8,1
3,6,8706,588,Sarah,Nose ano,13,1
3,6,8706,588,Sarah,Nose ano,14,1
3,6,8706,588,Sarah,Nose ano,16,2
3,6,8706,588,Sarah,Nose ano,9,1
3,6,8706,588,Sarah,Nose body,11,1
3,6,8706,588,Sarah,Nose body,13,1
3,6,8706,588,Sarah,Nose body,14,1
3,6,8706,588,Sarah,Nose body,16,2
3,6,8706,588,Sarah,Nose body,2,1
3,6,8706,588,Sarah,Nose body,5,2
3,6,8706,588,Sarah,Nose body,8,4
3,6,8706,588,Sarah,Nose body,9,1
3,6,8706,588,Sarah,Nose front,1,1
3,6,8706,588,Sarah,Nose front,10,1
3,6,8706,588,Sarah,Nose front,11,3
3,6,8706,588,Sarah,Nose front,13,2
3,6,8706,588,Sarah,Nose front,3,1
3,6,8706,588,Sarah,Nose front,4,2
3,6,8706,588,Sarah,Nose front,8,2
3,6,8706,588,Sarah,Nose front,9,1
3,6,8706,588,Sarah,Play,11,1
3,6,8706,588,Sarah,Social resting,3,1
3,7,8620,774,Jen,Agonistic,13,1
3,7,8620,774,Jen,Agonistic,14,1
3,7,8620,774,Jen,Agonistic,3,1
3,7,8620,774,Jen,Agonistic,4,2
3,7,8620,774,Jen,Nose body,1,1
3,7,8620,774,Jen,Nose body,12,1
3,7,8620,774,Jen,Nose body,18,1
3,7,8620,774,Jen,Nose body,2,1
3,7,8620,774,Jen,Nose body,9,2
3,7,8620,774,Jen,Nose front,10,2
3,7,8620,774,Jen,Nose front,11,2
3,7,8620,774,Jen,Nose front,12,3
3,7,8620,774,Jen,Nose front,13,1
3,7,8620,774,Jen,Nose front,15,1
3,7,8620,774,Jen,Nose front,16,1
3,7,8620,774,Jen,Nose front,17,1
3,7,8620,774,Jen,Nose front,18,2
3,7,8620,774,Jen,Nose front,3,2
3,7,8620,774,Jen,Nose front,4,1
3,7,8620,774,Jen,Nose front,5,3
3,7,8620,774,Jen,Nose front,8,2
3,7,8620,774,Jen,Nose front,9,2
3,7,8620,774,Jen,Play,10,3
3,7,8620,774,Jen,Play,14,1
3,7,8620,774,Jen,Play,16,1
3,7,8620,774,Jen,Play,17,1
3,7,8620,774,Jen,Play,3,1
3,7,8620,774,Jen,Play,4,1
3,7,8620,774,Jen,Play,6,2
3,7,8620,774,Jen,Play,9,1
3,7,8620,774,Jen,Social resting,14,1
3,7,8620,774,Jen,Social resting,15,2
3,7,8620,774,Jen,Social resting,17,1
3,7,8620,774,Jen,Social resting,2,1
3,7,8620,774,Jen,Social resting,3,1
3,7,8620,774,Jen,Social resting,4,1
3,7,8620,774,Jen,Social resting,5,1
3,7,8620,774,Jen,Social resting,9,1
3,7,8620,774,Sarah,Agonistic,1,2
3,7,8620,774,Sarah,Agonistic,16,1
3,7,8620,774,Sarah,Agonistic,5,2
3,7,8620,774,Sarah,Agonistic,6,5
3,7,8620,774,Sarah,Nose body,2,3
3,7,8620,774,Sarah,Nose body,3,1
3,7,8620,774,Sarah,Nose body,8,1
3,7,8620,774,Sarah,Nose front,13,1
3,7,8620,774,Sarah,Nose front,18,1
3,7,8620,774,Sarah,Nose front,2,2
3,7,8620,774,Sarah,Nose front,9,1
3,7,8620,774,Sarah,Play,11,1
3,7,8620,774,Sarah,Play,12,1
3,7,8620,774,Sarah,Play,13,3
3,7,8620,774,Sarah,Play,14,1
3,7,8620,774,Sarah,Play,15,2
3,7,8620,774,Sarah,Play,17,2
3,7,8620,774,Sarah,Play,1,2
3,7,8620,774,Sarah,Play,3,1
3,7,8620,774,Sarah,Play,6,1
3,7,8620,774,Sarah,Play,9,1
3,7,8620,774,Sarah,Social resting,16,1
3,7,8620,774,Sarah,Social resting,2,1
3,7,8620,774,Sarah,Social resting,3,1
3,8,8575,774,Jen,Agonistic,10,1
3,8,8575,774,Jen,Agonistic,11,2
3,8,8575,774,Jen,Agonistic,12,1
3,8,8575,774,Jen,Agonistic,14,1
3,8,8575,774,Jen,Agonistic,15,1
3,8,8575,774,Jen,Agonistic,17,1
3,8,8575,774,Jen,Agonistic,18,2
3,8,8575,774,Jen,Agonistic,3,7
3,8,8575,774,Jen,Agonistic,5,5
3,8,8575,774,Jen,Agonistic,6,4
3,8,8575,774,Jen,Agonistic,7,1
3,8,8575,774,Jen,Mount,1,1
3,8,8575,774,Jen,Nose ano,18,2
3,8,8575,774,Jen,Nose body,1,1
3,8,8575,774,Jen,Nose body,11,1
3,8,8575,774,Jen,Nose body,13,1
3,8,8575,774,Jen,Nose body,14,1
3,8,8575,774,Jen,Nose body,5,3
3,8,8575,774,Jen,Nose body,6,2
3,8,8575,774,Jen,Nose body,9,1
3,8,8575,774,Jen,Nose front,1,1
3,8,8575,774,Jen,Nose front,10,2
3,8,8575,774,Jen,Nose front,11,2
3,8,8575,774,Jen,Nose front,12,2
3,8,8575,774,Jen,Nose front,14,1
3,8,8575,774,Jen,Nose front,16,1
3,8,8575,774,Jen,Nose front,2,1
3,8,8575,774,Jen,Nose front,3,1
3,8,8575,774,Jen,Nose front,4,3
3,8,8575,774,Jen,Nose front,5,3
3,8,8575,774,Jen,Nose front,6,2
3,8,8575,774,Jen,Nose front,7,2
3,8,8575,774,Jen,Nose front,9,2
3,8,8575,774,Jen,Play,10,1
3,8,8575,774,Jen,Play,14,1
3,8,8575,774,Jen,Play,17,1
3,8,8575,774,Jen,Social resting,5,1
3,8,8575,774,Jen,Social resting,7,1
3,8,8575,774,Jen,Social resting,9,1
3,8,8575,774,Sarah,Agonistic,1,1
3,8,8575,774,Sarah,Agonistic,10,1
3,8,8575,774,Sarah,Agonistic,12,2
3,8,8575,774,Sarah,Agonistic,13,5
3,8,8575,774,Sarah,Agonistic,14,1
3,8,8575,774,Sarah,Agonistic,15,2
3,8,8575,774,Sarah,Agonistic,17,1
3,8,8575,774,Sarah,Agonistic,18,3
3,8,8575,774,Sarah,Agonistic,4,2
3,8,8575,774,Sarah,Agonistic,6,1
3,8,8575,774,Sarah,Agonistic,7,1
3,8,8575,774,Sarah,Agonistic,9,1
3,8,8575,774,Sarah,Mount,12,1
3,8,8575,774,Sarah,Mount,14,3
3,8,8575,774,Sarah,Mount,15,2
3,8,8575,774,Sarah,Mount,16,2
3,8,8575,774,Sarah,Mount,17,2
3,8,8575,774,Sarah,Mount,2,1
3,8,8575,774,Sarah,Mount,4,1
3,8,8575,774,Sarah,Mount,5,5
3,8,8575,774,Sarah,Mount,6,2
3,8,8575,774,Sarah,Mount,9,1
3,8,8575,774,Sarah,Nose ano,15,1
3,8,8575,774,Sarah,Nose ano,18,1
3,8,8575,774,Sarah,Nose ano,4,1
3,8,8575,774,Sarah,Nose ano,6,1
3,8,8575,774,Sarah,Nose ano,9,1
3,8,8575,774,Sarah,Nose body,1,1
3,8,8575,774,Sarah,Nose body,11,1
3,8,8575,774,Sarah,Nose body,15,1
3,8,8575,774,Sarah,Nose body,18,1
3,8,8575,774,Sarah,Nose body,9,1
3,8,8575,774,Sarah,Nose front,12,1
3,8,8575,774,Sarah,Nose front,15,1
3,8,8575,774,Sarah,Nose front,17,1
3,8,8575,774,Sarah,Nose front,18,1
3,8,8575,774,Sarah,Nose front,6,1
3,8,8575,774,Sarah,Play,17,1
3,9,8612,781,Jen,Agonistic,11,1
3,9,8612,781,Jen,Agonistic,12,1
3,9,8612,781,Jen,Agonistic,14,1
3,9,8612,781,Jen,Agonistic,15,1
3,9,8612,781,Jen,Agonistic,17,2
3,9,8612,781,Jen,Agonistic,18,4
3,9,8612,781,Jen,Agonistic,4,1
3,9,8612,781,Jen,Agonistic,6,1
3,9,8612,781,Jen,Agonistic,7,1
3,9,8612,781,Jen,Agonistic,8,3
3,9,8612,781,Jen,Nose ano,18,1
3,9,8612,781,Jen,Nose body,17,1
3,9,8612,781,Jen,Nose body,2,1
3,9,8612,781,Jen,Nose front,1,1
3,9,8612,781,Jen,Nose front,11,2
3,9,8612,781,Jen,Nose front,16,2
3,9,8612,781,Jen,Nose front,18,1
3,9,8612,781,Jen,Nose front,7,2
3,9,8612,781,Jen,Nose front,8,1
3,9,8612,781,Jen,Play,15,2
3,9,8612,781,Jen,Play,16,1
3,9,8612,781,Jen,Play,18,1
3,9,8612,781,Jen,Social resting,18,1
3,9,8612,781,Jen,Social resting,2,2
3,9,8612,781,Jen,Social resting,5,1
3,9,8612,781,Jen,Social resting,7,1
3,9,8612,781,Sarah,Agonistic,1,1
3,9,8612,781,Sarah,Agonistic,10,4
3,9,8612,781,Sarah,Agonistic,12,3
3,9,8612,781,Sarah,Agonistic,13,1
3,9,8612,781,Sarah,Agonistic,14,3
3,9,8612,781,Sarah,Agonistic,15,1
3,9,8612,781,Sarah,Agonistic,17,3
3,9,8612,781,Sarah,Agonistic,5,3
3,9,8612,781,Sarah,Agonistic,6,1
3,9,8612,781,Sarah,Agonistic,7,1
3,9,8612,781,Sarah,Agonistic,8,2
3,9,8612,781,Sarah,Agonistic,9,1
3,9,8612,781,Sarah,Mount,2,1
3,9,8612,781,Sarah,Mount,5,1
3,9,8612,781,Sarah,Nose ano,1,1
3,9,8612,781,Sarah,Nose body,14,1
3,9,8612,781,Sarah,Nose body,15,1
3,9,8612,781,Sarah,Nose body,5,1
3,9,8612,781,Sarah,Nose body,8,1
3,9,8612,781,Sarah,Nose front,1,1
3,9,8612,781,Sarah,Nose front,10,1
3,9,8612,781,Sarah,Nose front,11,3
3,9,8612,781,Sarah,Nose front,12,1
3,9,8612,781,Sarah,Nose front,15,1
3,9,8612,781,Sarah,Nose front,4,1
3,9,8612,781,Sarah,Nose front,5,1
3,9,8612,781,Sarah,Nose front,6,1
3,9,8612,781,Sarah,Play,13,1
3,9,8612,781,Sarah,Play,14,1
3,9,8612,781,Sarah,Play,15,1
3,9,8612,781,Sarah,Play,17,2
3,9,8612,781,Sarah,Play,1,1
3,9,8612,781,Sarah,Play,8,3
3,9,8612,781,Sarah,Social resting,11,1
3,10,8590,784,Jen,Agonistic,11,1
3,10,8590,784,Jen,Agonistic,12,1
3,10,8590,784,Jen,Agonistic,18,3
3,10,8590,784,Jen,Agonistic,2,1
3,10,8590,784,Jen,Agonistic,3,1
3,10,8590,784,Jen,Agonistic,4,1
3,10,8590,784,Jen,Agonistic,5,1
3,10,8590,784,Jen,Agonistic,7,2
3,10,8590,784,Jen,Agonistic,8,1
3,10,8590,784,Jen,Mount,1,2
3,10,8590,784,Jen,Mount,12,1
3,10,8590,784,Jen,Mount,13,3
3,10,8590,784,Jen,Mount,17,1
3,10,8590,784,Jen,Mount,18,3
3,10,8590,784,Jen,Mount,2,2
3,10,8590,784,Jen,Mount,3,2
3,10,8590,784,Jen,Mount,4,1
3,10,8590,784,Jen,Mount,6,1
3,10,8590,784,Jen,Nose ano,1,1
3,10,8590,784,Jen,Nose ano,12,1
3,10,8590,784,Jen,Nose body,12,2
3,10,8590,784,Jen,Nose body,13,1
3,10,8590,784,Jen,Nose body,18,3
3,10,8590,784,Jen,Nose body,2,2
3,10,8590,784,Jen,Nose body,3,2
3,10,8590,784,Jen,Nose body,4,2
3,10,8590,784,Jen,Nose body,5,1
3,10,8590,784,Jen,Nose front,1,2
3,10,8590,784,Jen,Nose front,12,3
3,10,8590,784,Jen,Nose front,13,1
3,10,8590,784,Jen,Nose front,14,1
3,10,8590,784,Jen,Nose front,15,1
3,10,8590,784,Jen,Nose front,17,2
3,10,8590,784,Jen,Nose front,18,4
3,10,8590,784,Jen,Nose front,2,4
3,10,8590,784,Jen,Nose front,3,3
3,10,8590,784,Jen,Nose front,4,2
3,10,8590,784,Jen,Nose front,6,2
3,10,8590,784,Jen,Nose front,7,3
3,10,8590,784,Jen,Nose front,8,1
3,10,8590,784,Jen,Play,12,2
3,10,8590,784,Jen,Play,12,1
3,10,8590,784,Jen,Play,13,2
3,10,8590,784,Jen,Play,14,1
3,10,8590,784,Jen,Play,17,5
3,10,8590,784,Jen,Play,18,3
3,10,8590,784,Jen,Play,1,1
3,10,8590,784,Jen,Play,3,1
3,10,8590,784,Jen,Play,5,2
3,10,8590,784,Jen,Play,6,2
3,10,8590,784,Jen,Play,7,3
3,10,8590,784,Jen,Play,7,1
3,10,8590,784,Sarah,Agonistic,1,1
3,10,8590,784,Sarah,Agonistic,11,2
3,10,8590,784,Sarah,Agonistic,12,2
3,10,8590,784,Sarah,Agonistic,13,1
3,10,8590,784,Sarah,Agonistic,17,4
3,10,8590,784,Sarah,Agonistic,5,2
3,10,8590,784,Sarah,Mount,11,1
3,10,8590,784,Sarah,Mount,14,1
3,10,8590,784,Sarah,Mount,15,1
