Batch,Subject,PVC_Nr,Sow,Test_Nr,Novel_pig,NPT_sudden_display_freq,NPT_walking_by_fence_dur,NPT_NP_nose.nose_freq,Agonistic_out_degree,Agonistic_out_strength,Agonistic_betweenness,Agonistic_AUC.Fc,Agonistic_WDC,Mount_out_degree,Mount_out_strength,Mount_betweenness,Mount_AUC.Fc,Mount_WDC,Nose.ano_out_degree,Nose.ano_out_strength,Nose.ano_betweenness,Nose.ano_AUC.Fc,Nose.ano_WDC,Nose.body_out_degree,Nose.body_out_strength,Nose.body_betweenness,Nose.body_AUC.Fc,Nose.body_WDC,Nose.front_out_degree,Nose.front_out_strength,Nose.front_betweenness,Nose.front_AUC.Fc,Nose.front_WDC,Play_out_degree,Play_out_strength,Play_betweenness,Play_AUC.Fc,Play_WDC,Social.resting_out_degree,Social.resting_out_strength,Social.resting_betweenness,Social.resting_AUC.Fc,Social.resting_WDC,Non.agonistic_out_degree,Non.agonistic_out_strength,Non.agonistic_betweenness,Non.agonistic_AUC.Fc,Non.agonistic_WDC
1,14,7712,713,1,8147,NA,NA,NA,11,18,28.5350649350649,5.66666666666667,11.3333333333333,1,2,6,0.5,1,0,0,0,0,0,2,2,1.08333333333333,1,2,9,14,15.6444444444444,3.92857142857143,7.85714285714286,3,3,0,1.5,3,3,3,0,1.5,3,13,42,3.10119047619048,4.80952380952381,9.61904761904762
1,14,7712,713,2,674,0,11.751,20,11,18,28.5350649350649,5.66666666666667,11.3333333333333,1,2,6,0.5,1,0,0,0,0,0,2,2,1.08333333333333,1,2,9,14,15.6444444444444,3.92857142857143,7.85714285714286,3,3,0,1.5,3,3,3,0,1.5,3,13,42,3.10119047619048,4.80952380952381,9.61904761904762
1,15,7804,693,1,803,NA,NA,NA,9,15,13.4980158730159,3.76666666666667,7.53333333333333,5,5,0,2.5,5,1,1,0,0.5,1,2,3,1.50396825396825,0.833333333333333,1.66666666666667,8,19,9.34007936507937,4.07894736842105,8.1578947368421,0,0,0,0,0,0,0,0,0,0,13,43,5.9,4.54651162790698,9.09302325581395
1,15,7804,693,2,8528,1,5.754,17,9,15,13.4980158730159,3.76666666666667,7.53333333333333,5,5,0,2.5,5,1,1,0,0.5,1,2,3,1.50396825396825,0.833333333333333,1.66666666666667,8,19,9.34007936507937,4.07894736842105,8.1578947368421,0,0,0,0,0,0,0,0,0,0,13,43,5.9,4.54651162790698,9.09302325581395
1,16,7962,673,1,680,NA,NA,NA,2,2,4.60714285714286,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,1,3,3,8.92936507936508,1.5,3,0,0,0,0,0,2,2,0,1,2,8,8,32.7505494505494,4,8
1,16,7962,673,2,609,0,0,2,2,2,4.60714285714286,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,1,3,3,8.92936507936508,1.5,3,0,0,0,0,0,2,2,0,1,2,8,8,32.7505494505494,4,8
1,17,7924,765,NA,NA,NA,NA,NA,11,19,15.3460317460317,4.81578947368421,9.63157894736842,3,3,55.5,1.5,3,1,1,2,0.5,1,10,15,6.56349206349206,6.56666666666667,13.1333333333333,15,30,16.715873015873,7.63333333333333,15.2666666666667,1,2,0,0.5,1,2,2,1,1,2,16,72,0.476190476190476,5.81944444444444,11.6388888888889
1,18,7829,766,NA,NA,NA,NA,NA,10,23,7.21233766233766,3.71739130434783,7.43478260869565,1,1,58.5,0.5,1,0,0,0,0,0,2,2,1.16666666666667,1,2,10,15,23.5936507936508,4.16666666666667,8.33333333333333,1,1,0,0.5,1,1,2,18,1,2,15,44,18.4214285714286,4.38636363636364,8.77272727272727
1,2,7641,672,1,8147,NA,NA,NA,12,25,10.8794372294372,4.94,9.88,0,0,0,0,0,1,1,0,0.5,1,5,6,4.51190476190476,2.16666666666667,4.33333333333333,9,17,9.28809523809524,3.02941176470588,6.05882352941176,0,0,0,0,0,2,2,1.5,1,2,16,51,2.54166666666667,4.99019607843137,9.98039215686275
1,2,7641,672,2,8528,0,0,19,12,25,10.8794372294372,4.94,9.88,0,0,0,0,0,1,1,0,0.5,1,5,6,4.51190476190476,2.16666666666667,4.33333333333333,9,17,9.28809523809524,3.02941176470588,6.05882352941176,0,0,0,0,0,2,2,1.5,1,2,16,51,2.54166666666667,4.99019607843137,9.98039215686275
1,3,7832,693,1,803,NA,NA,NA,9,19,16.4361471861472,4.18421052631579,8.36842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6.25952380952381,2.94444444444444,5.88888888888889,0,0,0,0,0,2,2,20,1,2,11,30,9.0974358974359,3.7,7.4
1,3,7832,693,2,674,3,5.504,17,9,19,16.4361471861472,4.18421052631579,8.36842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6.25952380952381,2.94444444444444,5.88888888888889,0,0,0,0,0,2,2,20,1,2,11,30,9.0974358974359,3.7,7.4
1,4,7835,670,1,680,NA,NA,NA,12,17,11.3818903318903,6.02941176470588,12.0588235294118,0,0,0,0,0,0,0,0,0,0,3,3,22.0555555555556,1.5,3,11,15,26.9242063492063,4.96666666666667,9.93333333333333,2,2,0,1,2,0,0,0,0,0,16,37,10.2607142857143,5.52702702702703,11.0540540540541
1,4,7835,670,2,609,2,0,17,12,17,11.3818903318903,6.02941176470588,12.0588235294118,0,0,0,0,0,0,0,0,0,0,3,3,22.0555555555556,1.5,3,11,15,26.9242063492063,4.96666666666667,9.93333333333333,2,2,0,1,2,0,0,0,0,0,16,37,10.2607142857143,5.52702702702703,11.0540540540541
1,5,7961,718,1,9453,NA,NA,NA,7,9,9.1984126984127,2.83333333333333,5.66666666666667,1,1,10,0.5,1,2,2,0,1,2,5,5,21.622619047619,2.5,5,7,11,9.13888888888889,3.13636363636364,6.27272727272727,0,0,0,0,0,0,0,0,0,0,13,28,12.6904761904762,4,8
1,5,7961,718,2,9297,3,9.742,32,7,9,9.1984126984127,2.83333333333333,5.66666666666667,1,1,10,0.5,1,2,2,0,1,2,5,5,21.622619047619,2.5,5,7,11,9.13888888888889,3.13636363636364,6.27272727272727,0,0,0,0,0,0,0,0,0,0,13,28,12.6904761904762,4,8
1,6,7907,721,1,8147,NA,NA,NA,3,8,3.125,1.25,2.5,4,11,40,1.5,3,2,3,0,1.5,3,8,10,38.431746031746,4.1,8.2,6,13,3.62301587301587,2.03846153846154,4.07692307692308,0,0,0,0,0,1,1,19,0.5,1,12,46,9.24267399267399,3.1304347826087,6.26086956521739
1,6,7907,721,2,8528,0,0,7,3,8,3.125,1.25,2.5,4,11,40,1.5,3,2,3,0,1.5,3,8,10,38.431746031746,4.1,8.2,6,13,3.62301587301587,2.03846153846154,4.07692307692308,0,0,0,0,0,1,1,19,0.5,1,12,46,9.24267399267399,3.1304347826087,6.26086956521739
1,7,7865,685,1,803,NA,NA,NA,7,20,14.1780303030303,3.45,6.9,1,1,0,0.5,1,1,1,0,0.5,1,2,2,19.3087301587302,1,2,5,6,11.9,3,6,2,3,3,1.5,3,4,4,16.5,2,4,13,37,26.3005494505495,3.44594594594595,6.89189189189189
1,7,7865,685,2,674,0,0,18,7,20,14.1780303030303,3.45,6.9,1,1,0,0.5,1,1,1,0,0.5,1,2,2,19.3087301587302,1,2,5,6,11.9,3,6,2,3,3,1.5,3,4,4,16.5,2,4,13,37,26.3005494505495,3.44594594594595,6.89189189189189
1,8,7986,685,1,680,NA,NA,NA,13,19,25.0040764790765,5.5,11,2,2,30.5,1,2,0,0,0,0,0,9,10,37.2619047619048,4.1,8.2,9,16,5.83333333333333,3.9375,7.875,1,1,0,0.5,1,3,3,40,2,4,16,51,3.36666666666667,6.07692307692308,12.1538461538462
1,8,7986,685,2,609,1,7.491,12,13,19,25.0040764790765,5.5,11,2,2,30.5,1,2,0,0,0,0,0,9,10,37.2619047619048,4.1,8.2,9,16,5.83333333333333,3.9375,7.875,1,1,0,0.5,1,3,3,40,2,4,16,51,3.36666666666667,6.07692307692308,12.1538461538462
1,9,7831,766,1,9453,NA,NA,NA,4,14,0.938095238095238,1.35714285714286,2.71428571428571,2,2,63.5,1,2,0,0,0,0,0,6,6,30.2242063492063,3,6,6,9,10.8857142857143,2.27777777777778,4.55555555555556,0,0,0,0,0,4,5,0,1.7,3.4,14,36,14.9440476190476,4.02777777777778,8.05555555555556
1,9,7831,766,2,9297,0,16.747,22,4,14,0.938095238095238,1.35714285714286,2.71428571428571,2,2,63.5,1,2,0,0,0,0,0,6,6,30.2242063492063,3,6,6,9,10.8857142857143,2.27777777777778,4.55555555555556,0,0,0,0,0,4,5,0,1.7,3.4,14,36,14.9440476190476,4.02777777777778,8.05555555555556
2,1,4,691,1,8927,0,67.59,15,10,19,21.8126984126984,3.44736842105263,6.89473684210526,3,3,19.4833333333333,1.5,3,0,0,0,0,0,6,12,3.5,2.33333333333333,4.66666666666667,4,8,1.06031746031746,1.625,3.25,4,6,5.81363636363636,1.66666666666667,3.33333333333333,3,4,17.1512987012987,1.25,2.5,15,52,75.7437950937951,4.53846153846154,9.07692307692308
2,1,4,691,2,8793,0,95.239,29,10,19,21.8126984126984,3.44736842105263,6.89473684210526,3,3,19.4833333333333,1.5,3,0,0,0,0,0,6,12,3.5,2.33333333333333,4.66666666666667,4,8,1.06031746031746,1.625,3.25,4,6,5.81363636363636,1.66666666666667,3.33333333333333,3,4,17.1512987012987,1.25,2.5,15,52,75.7437950937951,4.53846153846154,9.07692307692308
2,10,2,772,1,8759,0,3.801,8,12,43,2.33333333333333,3.94186046511628,7.88372093023256,3,6,3.41666666666667,1.16666666666667,2.33333333333333,0,0,0,0,0,3,4,6.43809523809524,1.25,2.5,11,20,6.90952380952381,3.65,7.3,1,1,3,0.5,1,6,7,45.4874458874459,2.64285714285714,5.28571428571429,15,81,11.14329004329,4.24074074074074,8.48148148148148
2,10,2,772,2,8790,0,0,29,12,43,2.33333333333333,3.94186046511628,7.88372093023256,3,6,3.41666666666667,1.16666666666667,2.33333333333333,0,0,0,0,0,3,4,6.43809523809524,1.25,2.5,11,20,6.90952380952381,3.65,7.3,1,1,3,0.5,1,6,7,45.4874458874459,2.64285714285714,5.28571428571429,15,81,11.14329004329,4.24074074074074,8.48148148148148
2,11,13,775,1,8928,0,0,4,12,34,16.6642857142857,4.29411764705882,8.58823529411765,7,19,53.35,2.02631578947368,4.05263157894737,2,2,7,1,2,5,6,13.927331002331,2.16666666666667,4.33333333333333,9,18,8.2984126984127,2.94444444444444,5.88888888888889,6,6,12.9575757575758,3,6,6,6,37.9965367965368,3,6,15,91,15.6857142857143,5.13736263736264,10.2747252747253
2,11,13,775,2,8929,NA,NA,NA,12,34,16.6642857142857,4.29411764705882,8.58823529411765,7,19,53.35,2.02631578947368,4.05263157894737,2,2,7,1,2,5,6,13.927331002331,2.16666666666667,4.33333333333333,9,18,8.2984126984127,2.94444444444444,5.88888888888889,6,6,12.9575757575758,3,6,6,6,37.9965367965368,3,6,15,91,15.6857142857143,5.13736263736264,10.2747252747253
2,12,3,772,1,8779,0,0,9,13,29,7.62142857142857,4.67241379310345,9.3448275862069,6,7,34.7,2.64285714285714,5.28571428571429,4,4,102.416666666667,2,4,13,21,20.8074897324897,4.97619047619048,9.95238095238095,14,30,7.84285714285714,5.23333333333333,10.4666666666667,11,20,27.0627705627706,4.3,8.6,4,6,8.11904761904762,1.66666666666667,3.33333333333333,17,117,8.36666666666667,6.19230769230769,12.3846153846154
2,12,3,772,2,8825,0,0,13,13,29,7.62142857142857,4.67241379310345,9.3448275862069,6,7,34.7,2.64285714285714,5.28571428571429,4,4,102.416666666667,2,4,13,21,20.8074897324897,4.97619047619048,9.95238095238095,14,30,7.84285714285714,5.23333333333333,10.4666666666667,11,20,27.0627705627706,4.3,8.6,4,6,8.11904761904762,1.66666666666667,3.33333333333333,17,117,8.36666666666667,6.19230769230769,12.3846153846154
2,13,9,751,1,8927,3,30.747,14,10,24,13.6253968253968,4.41666666666667,8.83333333333333,2,2,7.33333333333333,1,2,3,3,0,1.5,3,4,4,1.89560994560995,2,4,12,22,6.99603174603175,8.40909090909091,16.8181818181818,12,27,18.9333333333333,4.2037037037037,8.40740740740741,3,3,13.8742424242424,1.5,3,17,85,35.6252525252525,5.17058823529412,10.3411764705882
2,13,9,751,2,8793,7,23.247,29,10,24,13.6253968253968,4.41666666666667,8.83333333333333,2,2,7.33333333333333,1,2,3,3,0,1.5,3,4,4,1.89560994560995,2,4,12,22,6.99603174603175,8.40909090909091,16.8181818181818,12,27,18.9333333333333,4.2037037037037,8.40740740740741,3,3,13.8742424242424,1.5,3,17,85,35.6252525252525,5.17058823529412,10.3411764705882
2,14,15,747,1,8759,0,0,26,16,48,22.1761904761905,5.58333333333333,11.1666666666667,3,4,50.75,1.25,2.5,5,5,24.1666666666667,2.5,5,10,22,10.95,3.5,7,15,29,8.8468253968254,5.77586206896552,11.551724137931,3,3,9.16601731601732,1.5,3,4,5,27.0560606060606,1.7,3.4,17,116,0,6.25862068965517,12.5172413793103
2,14,15,747,2,8790,0,4.251,18,16,48,22.1761904761905,5.58333333333333,11.1666666666667,3,4,50.75,1.25,2.5,5,5,24.1666666666667,2.5,5,10,22,10.95,3.5,7,15,29,8.8468253968254,5.77586206896552,11.551724137931,3,3,9.16601731601732,1.5,3,4,5,27.0560606060606,1.7,3.4,17,116,0,6.25862068965517,12.5172413793103
2,15,19,680,1,8928,0,0,10,10,26,5.66666666666667,3.88461538461539,7.76923076923077,7,23,2.08333333333333,2.89130434782609,5.78260869565217,5,6,21.3333333333333,2.16666666666667,4.33333333333333,11,33,2.99166666666667,3.25757575757576,6.51515151515152,11,18,18.7888888888889,4.38888888888889,8.77777777777778,10,28,24.2095238095238,3.5,7,1,1,0,0.5,1,17,135,3.73333333333333,5.81851851851852,11.637037037037
2,15,19,680,2,8929,NA,NA,NA,10,26,5.66666666666667,3.88461538461539,7.76923076923077,7,23,2.08333333333333,2.89130434782609,5.78260869565217,5,6,21.3333333333333,2.16666666666667,4.33333333333333,11,33,2.99166666666667,3.25757575757576,6.51515151515152,11,18,18.7888888888889,4.38888888888889,8.77777777777778,10,28,24.2095238095238,3.5,7,1,1,0,0.5,1,17,135,3.73333333333333,5.81851851851852,11.637037037037
2,16,1,775,1,8779,1,0,5,8,27,4.91111111111111,2.72222222222222,5.44444444444444,3,3,1.33333333333333,1.5,3,1,1,13.8333333333333,0.5,1,8,14,11.1880952380952,2.92857142857143,5.85714285714286,10,18,15.997619047619,3.5,7,4,5,4.9,1.7,3.4,4,5,12.5428571428571,1.7,3.4,16,73,42.2202741702742,4.84246575342466,9.68493150684932
2,16,1,775,2,8825,0,0,29,8,27,4.91111111111111,2.72222222222222,5.44444444444444,3,3,1.33333333333333,1.5,3,1,1,13.8333333333333,0.5,1,8,14,11.1880952380952,2.92857142857143,5.85714285714286,10,18,15.997619047619,3.5,7,4,5,4.9,1.7,3.4,4,5,12.5428571428571,1.7,3.4,16,73,42.2202741702742,4.84246575342466,9.68493150684932
2,17,6,728,NA,NA,NA,NA,NA,9,26,10.7309523809524,2.69230769230769,5.38461538461539,15,40,66.7333333333333,4.525,9.05,4,5,29.3333333333333,1.7,3.4,8,20,25.5872766122766,2.4,4.8,15,33,9.6484126984127,5.31818181818182,10.6363636363636,3,7,15.2322510822511,2.07142857142857,4.14285714285714,3,4,3.72619047619048,1.25,2.5,17,135,2.81709956709957,5.3,10.6
2,18,22,770,NA,NA,NA,NA,NA,12,36,14.8214285714286,4.11111111111111,8.22222222222222,7,10,4.86666666666667,2.9,5.8,3,3,34.3333333333333,1.5,3,10,18,25.1183760683761,3.5,7,14,27,18.1023809523809,4.94444444444444,9.88888888888889,11,21,8.2,4.26190476190476,8.52380952380952,6,12,27.752380952381,2,4,17,127,0.453968253968254,5.69685039370079,11.3937007874016
2,2,14,747,1,8759,0,6.047,16,10,32,23.0039682539683,2.6875,5.375,0,0,0,0,0,0,0,0,0,0,2,3,1.65833333333333,0.833333333333333,1.66666666666667,6,7,25.1468253968254,2.64285714285714,5.28571428571429,3,3,25.7595238095238,1.5,3,1,1,4.64285714285714,0.5,1,15,46,48.5595238095238,4.3695652173913,8.73913043478261
2,2,14,747,2,8790,2,4,26,10,32,23.0039682539683,2.6875,5.375,0,0,0,0,0,0,0,0,0,0,2,3,1.65833333333333,0.833333333333333,1.66666666666667,6,7,25.1468253968254,2.64285714285714,5.28571428571429,3,3,25.7595238095238,1.5,3,1,1,4.64285714285714,0.5,1,15,46,48.5595238095238,4.3695652173913,8.73913043478261
2,3,18,680,1,8928,0,17.252,28,15,46,9.05396825396825,4.23913043478261,8.47826086956522,6,18,22.45,2.05555555555556,4.11111111111111,1,1,4,0.5,1,8,9,13.4459207459207,3.61111111111111,7.22222222222222,13,28,9.48412698412698,5.10714285714286,10.2142857142857,8,15,5.76709956709957,2.7,5.4,3,3,12.0922077922078,1.5,3,17,120,12.482683982684,5.325,10.65
2,3,18,680,2,8929,0,0,31,15,46,9.05396825396825,4.23913043478261,8.47826086956522,6,18,22.45,2.05555555555556,4.11111111111111,1,1,4,0.5,1,8,9,13.4459207459207,3.61111111111111,7.22222222222222,13,28,9.48412698412698,5.10714285714286,10.2142857142857,8,15,5.76709956709957,2.7,5.4,3,3,12.0922077922078,1.5,3,17,120,12.482683982684,5.325,10.65
2,4,7,728,1,8779,0,3.5,22,10,29,6.05,3.91379310344828,7.82758620689655,6,9,2.58333333333333,2.27777777777778,4.55555555555556,2,2,24.8333333333333,1,2,7,12,13.4799866799867,2.41666666666667,4.83333333333333,17,53,11.5880952380952,5.85849056603774,11.7169811320755,7,9,36.4761904761905,3.61111111111111,7.22222222222222,11,18,58.2549783549783,4.16666666666667,8.33333333333333,17,132,3.3504329004329,6.46212121212121,12.9242424242424
2,4,7,728,2,8825,NA,NA,NA,10,29,6.05,3.91379310344828,7.82758620689655,6,9,2.58333333333333,2.27777777777778,4.55555555555556,2,2,24.8333333333333,1,2,7,12,13.4799866799867,2.41666666666667,4.83333333333333,17,53,11.5880952380952,5.85849056603774,11.7169811320755,7,9,36.4761904761905,3.61111111111111,7.22222222222222,11,18,58.2549783549783,4.16666666666667,8.33333333333333,17,132,3.3504329004329,6.46212121212121,12.9242424242424
2,5,10,751,1,8927,0,26.1,15,14,42,3.5,5.21428571428571,10.4285714285714,10,22,25.5666666666667,3.22727272727273,6.45454545454545,2,3,59.0833333333333,0.833333333333333,1.66666666666667,12,18,13.2677461427461,4.72222222222222,9.44444444444444,15,36,2.4047619047619,5.44444444444444,10.8888888888889,6,11,6.63939393939394,3.31818181818182,6.63636363636364,3,4,23.2261904761905,1.25,2.5,17,136,0.25,6.55882352941176,13.1176470588235
2,5,10,751,2,8793,NA,NA,NA,14,42,3.5,5.21428571428571,10.4285714285714,10,22,25.5666666666667,3.22727272727273,6.45454545454545,2,3,59.0833333333333,0.833333333333333,1.66666666666667,12,18,13.2677461427461,4.72222222222222,9.44444444444444,15,36,2.4047619047619,5.44444444444444,10.8888888888889,6,11,6.63939393939394,3.31818181818182,6.63636363636364,3,4,23.2261904761905,1.25,2.5,17,136,0.25,6.55882352941176,13.1176470588235
2,6,5,691,1,8759,0,26.491,7,15,39,22.797619047619,5.42307692307692,10.8461538461538,5,5,9.08333333333333,2.5,5,1,1,1,0.5,1,8,10,30.029711954712,3.4,6.8,10,18,6.28333333333333,3.72222222222222,7.44444444444444,10,13,44.6794372294372,4.03846153846154,8.07692307692308,6,7,59.4190476190476,2.64285714285714,5.28571428571429,17,93,0.5,6.41397849462366,12.8279569892473
2,6,5,691,2,8790,0,5,13,15,39,22.797619047619,5.42307692307692,10.8461538461538,5,5,9.08333333333333,2.5,5,1,1,1,0.5,1,8,10,30.029711954712,3.4,6.8,10,18,6.28333333333333,3.72222222222222,7.44444444444444,10,13,44.6794372294372,4.03846153846154,8.07692307692308,6,7,59.4190476190476,2.64285714285714,5.28571428571429,17,93,0.5,6.41397849462366,12.8279569892473
2,7,11,592,1,8928,0,3.498,15,11,14,41.6634920634921,4.64285714285714,9.28571428571428,0,0,0,0,0,2,2,12.4166666666667,1,2,7,11,46.7693695193695,2.5,5,12,25,14.434126984127,4.5,9,9,18,10.4175324675325,3.61111111111111,7.22222222222222,5,8,17.2469696969697,1.875,3.75,16,78,3.33333333333333,5.79487179487179,11.5897435897436
2,7,11,592,2,8929,0,0,27,11,14,41.6634920634921,4.64285714285714,9.28571428571428,0,0,0,0,0,2,2,12.4166666666667,1,2,7,11,46.7693695193695,2.5,5,12,25,14.434126984127,4.5,9,9,18,10.4175324675325,3.61111111111111,7.22222222222222,5,8,17.2469696969697,1.875,3.75,16,78,3.33333333333333,5.79487179487179,11.5897435897436
2,8,12,592,1,8779,0,0,8,9,25,5.18809523809524,3.46,6.92,4,9,25.5833333333333,1.61111111111111,3.22222222222222,4,5,68.1666666666667,1.7,3.4,4,5,11.3594988344988,1.7,3.4,13,22,4.08888888888889,4.86363636363636,9.72727272727273,8,9,3.98376623376623,3.61111111111111,7.22222222222222,2,2,16.1246753246753,1,2,17,77,11.1715007215007,5.3961038961039,10.7922077922078
2,8,12,592,2,8825,0,0,14,9,25,5.18809523809524,3.46,6.92,4,9,25.5833333333333,1.61111111111111,3.22222222222222,4,5,68.1666666666667,1.7,3.4,4,5,11.3594988344988,1.7,3.4,13,22,4.08888888888889,4.86363636363636,9.72727272727273,8,9,3.98376623376623,3.61111111111111,7.22222222222222,2,2,16.1246753246753,1,2,17,77,11.1715007215007,5.3961038961039,10.7922077922078
2,9,21,770,1,8927,0,35.241,23,9,25,3.55634920634921,2.82,5.64,7,17,9.36666666666667,2.5,5,3,5,4.83333333333333,1.1,2.2,6,7,7.03288655788656,2.64285714285714,5.28571428571429,17,31,20.1111111111111,5.98387096774194,11.9677419354839,10,29,14.8761904761905,3.8448275862069,7.68965517241379,5,7,17.8928571428571,1.92857142857143,3.85714285714286,17,121,16.2012987012987,4.79752066115702,9.59504132231405
2,9,21,770,2,8793,0,45.492,18,9,25,3.55634920634921,2.82,5.64,7,17,9.36666666666667,2.5,5,3,5,4.83333333333333,1.1,2.2,6,7,7.03288655788656,2.64285714285714,5.28571428571429,17,31,20.1111111111111,5.98387096774194,11.9677419354839,10,29,14.8761904761905,3.8448275862069,7.68965517241379,5,7,17.8928571428571,1.92857142857143,3.85714285714286,17,121,16.2012987012987,4.79752066115702,9.59504132231405
3,1,8831,733,1,8686,0,86.095,14,15,69,11.7357142857143,7.3695652173913,14.7391304347826,6,26,42.6666666666667,1.65384615384615,3.30769230769231,6,7,53.2833333333333,3.5,7,11,29,8.73015873015873,5.12068965517241,10.2413793103448,16,69,0.521428571428571,9.26811594202899,18.536231884058,3,4,9.97619047619047,1.25,2.5,2,2,0,1,2,17,206,10.4833333333333,5.51941747572816,11.0388349514563
3,1,8831,733,2,6412,0,2.999,23,15,69,11.7357142857143,7.3695652173913,14.7391304347826,6,26,42.6666666666667,1.65384615384615,3.30769230769231,6,7,53.2833333333333,3.5,7,11,29,8.73015873015873,5.12068965517241,10.2413793103448,16,69,0.521428571428571,9.26811594202899,18.536231884058,3,4,9.97619047619047,1.25,2.5,2,2,0,1,2,17,206,10.4833333333333,5.51941747572816,11.0388349514563
